,Title,Source,Description,Keywords
830,Sensoji no seiran ÅEµÅEÅEÅEÅEÅEØ∫ÅEÅE¥ÅEµÅE (Clear Weather at Sensoji) / Edo hakkei ÅE±ÅEÅEÅE∏ÅEÅE´ÅEÅEØ (Eight Views of Edo),https://research.britishmuseum.org/collectionimages/AN00513/AN00513551_001_l.jpg,"Woodblock print.Classical series. Rural landscape. Clear weather after a storm at Asakusa Temple, with inset view. Nishiki-e on paper. According to register, Edo Hakkei",storm;landscape
831,Tairei no bansho ÅEÅE∞ÅE∂∫ÅEÅE©ÅEÅEÅE (Evening Bell at the Heights) / Edo hakkeiÅEÄÄÅE±ÅEÅEÅE∏ÅEÅE´ÅEÅEØ (Eight Views of Edo),https://research.britishmuseum.org/collectionimages/AN00513/AN00513195_001_l.jpg,"Woodblock print.Classical series. Rural landscape. Evening bell at Tairei Temple with view of compound inset. Nishiki-e on paper. According to register, Edo Hakkei",landscape;bell
832,hashira-e,https://research.britishmuseum.org/collectionimages/AN00611/AN00611924_001_l.jpg,"Woodblock print.Music, dance and drama. A sambaso dancer accompanied by a boy playing a tsuzmi. Nishiki-e on paper.",musical instrument;music;dancer;dance;child
833,Ju-damme / Chushingura,https://research.britishmuseum.org/collectionimages/AN00513/AN00513352_001_l.jpg,"Woodblock print.Classical literature. Act X, Gihei reproaching wife Sono, letter of divorce in his hand, watched by boy-servant Igo. Nishiki-e on paper.",servant/domestic worker;literature;child
834,Ryogoku yusho no Fuji,https://research.britishmuseum.org/collectionimages/AN00531/AN00531938_001_l.jpg,Woodblock-printed fan-print. Rural landscape. Fuji in evening light from Ryogoku with bridge and houses. Nishiki-e on paper.,time/seasons;landscape;domestic building;bridge
835,Iro jogo Mitsugumi Soga,https://research.britishmuseum.org/collectionimages/AN00420/AN00420696_001_l.jpg,"Woodblock print. Kabuki. Actor Otani Hiroji as Nuregami Chogoro in play Iro jogo Mitsugumi Soga, Ichimura theatre, 1765. Poem. Benizuri-e on paper.",literature;kabuki;actor/actress
836,Kinryuzan Asakusa-ichi / Edo Meisho zukushi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535146_001_l.jpg,Woodblock print. Rural landscape. Asakusa fair with figures and temple in background. Nishiki-e on paper.,temple;landscape;fair
837,Orandajin shuen no zu ÅEÅEÅEÅEÅE≠ÅE∫∫ÅEÅEÅEÅEÆ¥ÅEÅE≥,https://research.britishmuseum.org/collectionimages/AN00512/AN00512177_001_l.jpg,"Woodblock print, Nagasaki-e. Dutch men and women around a table at a banquet. Nishiki-e on paper.",foreigner;feast/banquet;dutch
838,nagasaki-e / print,https://research.britishmuseum.org/collectionimages/AN00835/AN00835074_001_l.jpg,"Woodblock print, Nagasaki-e. Chinese woman with a fan leaning on a pile of books on a high table.",chinese;bijin
839,Orandajin nannyo zu ÅEÅEøÅEÅE≠ÅEÅEÄÅE∫∫ÅEÅE∑ÅE•≥ÅEÅE≥,https://research.britishmuseum.org/collectionimages/AN00512/AN00512217_001_l.jpg,"Woodblock print, Nagasaki-e. Dutch man and woman, she seated on chair holding a baby. Nishiki-e on paper.",foreigner;dutch;child
840,Roshiakoku no shokan kyujitsu shoni toin-shi kaigan ni asobu zu,https://research.britishmuseum.org/collectionimages/AN00512/AN00512209_001_l.jpg,"Woodblock print.Yokohama-e. Contemporary history. Russian charg√© d'affaires on holiday, wife, son, with crab. Nishiki-e on paper.",yokohama-e;leisure/entertainment;nationality/peoples;history;foreigner;crustacean
841,Toto Nihon-bashi fukei ÅEÅE±ÅEÅEΩÅEÅE•ÅEÅE¨ÅE©ÅEÅE¢®ÅEÅEØ (View of Nihonbashi in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00225/AN00225920_001_l.jpg,"Woodblock. Uki-e. View of Nihon-bashi, perspective view of bridge with a daimyo's procession, Mount Fuji and boats. Nishiki-e on paper.",daimyo;uki-e;procession;bridge;boat/ship
842,print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510296_001_l.jpg,"Woodblock print. Kabuki. The actor Onoe Kikugoro III as a chonin (townsman), scowling at Nakamura Kiyosaburo as she writes a poem in sake in the snow. Nishiki-e on paper.",snow;literature;kabuki;actor/actress
843,Igirsujin Yokohama orimono nishiki-e koeki no zu,https://research.britishmuseum.org/collectionimages/AN00512/AN00512200_001_l.jpg,"Woodblock print, Yokohama-e. An Englishman trading in Yokohama silks and brocades, with inset picture of woman. Nishiki-e on paper.",yokohama-e;trade/industry;merchant/shopkeeper;history;foreigner
844,Gaikoku jimbutsu-zukushi - Igirisu (Scenes of Foreigners - English),https://research.britishmuseum.org/collectionimages/AN00512/AN00512194_001_l.jpg,"Woodblock print, Yokohama-e. An English man and woman standing under an umbrella. Nishiki-e on paper.",yokohama-e;foreigner
845,print,https://research.britishmuseum.org/collectionimages/AN00419/AN00419884_001_l.jpg,Woodblock print. Kabuki. Actor Morita Kanya as a girl performing the nuno-zarashi dance. Urushi-e on paper.,kabuki;dance;child;actor/actress
846,Seiro bijin rokkasen ÅEÅEÅEÅE•ºÅEæÅEÅE∫∫ÅEÅE≠ÅEÅE±ÅEªÅE (Six Blossoming Immortals of Yoshiwara),https://research.britishmuseum.org/collectionimages/AN00524/AN00524283_001_l.jpg,Woodblock print. Bijinga. Classical series. Morokoshi of the Echizenya seated at low desk composing a poem. Nishiki-e on paper.,literature;bijin
847,Sagi musume rakugan (Geese Descending toward the Snowy Heron Girl) / Furyu naga-uta hakkei / White Heron Girl,https://research.britishmuseum.org/collectionimages/AN00423/AN00423726_001_l.jpg,"Woodblock print. Bijinga. Wild geese homing, and Segawa Kikunojo II as Snowy Heron Girl. Song. Nishiki-e on paper.",snow;bird;bijin
848,Saru no koku / Seiro juni toki tsuzuki,https://research.britishmuseum.org/collectionimages/AN00526/AN00526137_001_l.jpg,"Woodblock print. Bijinga. popular culture. Hour of the monkey,courtesan and shinzo out walking with kamuro just visible. Nishiki-e on paper.",courtesan/prostitute;mammal;bijin;kamuro
849,Shinagawa no kihan ÅEÅEÅEÅE∑ÅEÅE∏∞ÅE∏ÅE (Sailboats Returning to Shinagawa) / Matsuzaki no sekishoÅEÄÄÅEÅEÅEÅE¥≤ÅE¥ÅEÅEÅEÅEÅE§ÅEÅEÅEß (Evening Glow at Matsuzaki) / Furyu Edo hakkei ÅE¢®ÅEµÅEÅE±ÅEÅEÅE∏ÅEÅE´ÅEÅEØ (Elegant Eight Views of Edo),https://research.britishmuseum.org/collectionimages/AN00513/AN00513514_001_l.jpg,"Woodblock print.Classical series. Mitate. Boats, 2 girls overlooking bay, another standing on footbridge. Poem. (According to register, from 'Eight Views of Edo'). Nishiki-e on paper.",seascape;literature;child;bridge;boat/ship;yatsushi
850,print,https://research.britishmuseum.org/collectionimages/AN00418/AN00418022_001_l.jpg,Woodblock print. Kabuki. Actor Ichikawa Ebizo in the play Hasabe Chobei no Butsura. Benizuri-e on paper.,kabuki;actor/actress
851,Bijin Go-sekku ÅEæÅEÅE∫∫ÅE∫ÅEÅEØÄÅEÅE• (Beauties and the Five Seasonal Festivals) / Tamaya uchi Komurasaki ÅEÅEÅEÅE±ÅEÅEÅEÅEÅE∞ÅEÅE¥´ (Komurasaki of the Tamaya House),https://research.britishmuseum.org/collectionimages/AN00512/AN00512515_001_l.jpg,Woodblock print. Bijinga. Classical series. Komurasaki of the Tamaya holding a spool of fabric with chrysanthemum motif. Nishiki-e on paper.,textile;flower;bijin
852,"Bishamon taishu ÅEÅE≥ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE (Bishamon, the Heavy Drinker) / Kodomo fukujin asobiÅEÄÄÅE≠ÅEÅEæÅEÅE¶ÅEÅE•ÅEÅEÅEÅE (Children Masquerading as Lucky Gods)",https://research.britishmuseum.org/collectionimages/AN00513/AN00513162_001_l.jpg,Woodblock print. Popular culture. The god kneeling before girl in presentation of large dish of rice. Nishiki-e on paper.,deity;child
853,Go-Taiheiki Shiraishi-banashi ÅE¢ÅEÅE§™ÅEπ≥ÅE®ÅEÅEÅEΩÅEÅE≥ÅEÅE∫,https://research.britishmuseum.org/collectionimages/AN00513/AN00513158_001_l.jpg,"Woodblock print.Classical literature. The conversation at the Yoshiwara house: Miyagino (the oiran), and two men grouped around hearth. Nishiki-e on paper.",courtesan/prostitute;pleasure quarters;literature;domestic building
854,Juichi-damme hito-yacho oshi-yoseri / Chushingura,https://research.britishmuseum.org/collectionimages/AN00528/AN00528514_001_l.jpg,"Woodblock print.Classical literature. Night strike, bearing down on the target, the 47 on Ryogoku Bridge. Nishiki-e on paper. According to reg. Act XI.",literature
855,Kyu-damme / Chushingura-juichi-maizoku,https://research.britishmuseum.org/collectionimages/AN00424/AN00424544_001_l.jpg,"Woodblock print.Classical literature. Act IX, Tonase about to kill her daughter, Konami, with Honzo, dressed as komuso. Nishiki-e on paper.",literature
856,Fuzoku Azuma no nishiki ÅE¢®ÅEøÅEÅEÅE±ÅEπÅEÅEÅE¶ (Brocades of the East in Daily Life),https://research.britishmuseum.org/collectionimages/AN00702/AN00702192_001_l.jpg,"Woodblock print, diptych. Popular culture. Young gentleman in formal dress on bench in lespedeza garden, with his page and a group of girls. Nishiki-e on paper.",tree/bush;servant/domestic worker;garden;child
857,Asuka-yama / Koto Hana Ju-kei,https://research.britishmuseum.org/collectionimages/AN00513/AN00513146_001_l.jpg,"Woodblock print. Bijinga. Rural landscape. Asuka Hill.Young woman in tsunokakushi hat talking to another under cherry-tree, river. Nishiki-e on paper.",tree/bush;landscape;fruit;bijin
858,Tosei Yuri Bijin Awase,https://research.britishmuseum.org/collectionimages/AN00513/AN00513489_001_l.jpg,"Woodblock print. Popular culture. Two girls identically dressed, being solicited by a young man. Nishiki-e on paper.",child
859,"Edo meisho Masaki no zuÅEÄÄÅE±ÅEÅEÅE∏ÅEÅEÅEÅEÅEÄÅEÅEÅEÅE¥ÅEÅEπÅEÅEÅE≥ (Picture of Masaki, a Famous Place in Edo)",https://research.britishmuseum.org/collectionimages/AN00521/AN00521666_001_l.jpg,"Woodblock print. Rural landscape. Uki-e. Perspective view of Mazaki, with boats on the water and shops and figures to the left. Nishiki-e on paper.",uki-e;shop;landscape;boat/ship
860,print,https://research.britishmuseum.org/collectionimages/AN00525/AN00525337_001_l.jpg,"Woodblock print. Bijinga. Girl half-kneeling, half-squatting, applying make-up to her mouth, hand-mirror in her left hand. Nishiki-e on paper.",bijin
861,diptych print / copy,https://research.britishmuseum.org/collectionimages/AN00595/AN00595795_001_l.jpg,"Woodblock print, diptych. Kabuki. Illustrated text. Copy of bill-poster promoting performance of Keikoku O-Sho-kun, Nakamura-za,with Ichikawa Danjuro and noble fighting beast. Nishiki-e on paper.",kabuki;animal
862,triptych print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425905_001_l.jpg,"Woodblock print, triptych. Kabuki. Actors Ichikawa Yaozo as gentleman, Ichikawa Monnosuke as male performer, kamishimo + drum, Segawa Kikunojo as female. Nishiki-e on paper.",musical instrument;kabuki;costume/clothing;actor/actress
863,diptych print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513313_001_l.jpg,"Woodblock print?, diptych?. Kabuki. Actors Onoe Matsusuke being challenged by Ichikawa Komazo as two lower-class characters in scene on road near town. Nishiki-e on paper. This image is 1915,0823,0.609.1",kabuki;actor/actress
868,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00201/AN00201278_001_l.jpg,Hanging scroll. Religious. Shinto ceremony showing dancing figures. Ink and colours on paper.,religion/belief;dance;ceremony/ritual
869,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229595_001_l.jpg,"Painting, hanging scroll. View of the Sumida River, with Azuma Bridge; with inscribed verse. Ink and colours on silk.",landscape
870,Kanazawa-cho shojo no shishi-odori yatai / Kanda go-sairei,https://research.britishmuseum.org/collectionimages/AN00513/AN00513107_001_l.jpg,"Woodblock print. Three women gracing a festival float, one holding peony blooms, the others wearing shishi hand-gloves. Nishiki-e on paper.",lion dog;personal accessory;flower;festival
871,print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420736_001_l.jpg,"Woodblock print. New Year's first playing: Two geishas with attendant carrying box for musical instrument; one of geishas looking at programme of Nakamura-za Kabuki theatre. With poem. Inscribed, signed and sealed.",theatre/theatrical life;geisha
872,Fuzoku Azuma no nishiki ÅE¢®ÅEøÅEÅEÅE±ÅEπÅEÅEÅE¶ (Brocades of the East in Daily Life),https://research.britishmuseum.org/collectionimages/AN00513/AN00513558_001_l.jpg,"Woodblock print. Popular culture. Murasame and Matsukaze, the two sisters carrying salt-pans by the sea-shore. 1 of 2 impressions. Nishiki-e on paper.",vessel;seascape
873,print,https://research.britishmuseum.org/collectionimages/AN00528/AN00528065_001_l.jpg,"Woodblock print. Popular culture. Large head and shoulders of woman in black, with white kerchief over her head, between her teeth, poem above on a fan. Nishiki-e on paper.",literature
874,print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510327_001_l.jpg,"Woodblock print. Kabuki. Classical literature. The actor Ichimura Uzaemon holding a komuso hat,before screen-painting of Mount Fuji as Honzo in Chushingura. Nishiki-e on paper.",literature;kabuki;actor/actress
875,triptych print,https://research.britishmuseum.org/collectionimages/AN00694/AN00694529_001_l.jpg,"Woodblock print, triptych. History, myth and legend. Otaketaro Mitsukuni overpowering huge skeleton conjured up by sorceress Takiyasha-hime, with servant. Inscription. Nishiki-e on paper.",supernatural;servant/domestic worker;myth/legend;magic;history
876,Dan-no-ura ikusa no zu,https://research.britishmuseum.org/collectionimages/AN00695/AN00695375_001_l.jpg,"Woodblock print, triptych. History, myth and legend. Shin-chunagon Taira no Tomomori with concubine Tenji-notsubone and Sagami Goro, with ships beyond. Nishiki-e on paper.",myth/legend;history;boat/ship
877,Gappitsu Genji (Tale of Genji Collaborative Work),https://research.britishmuseum.org/collectionimages/AN00694/AN00694625_001_l.jpg,"Woodblock print, triptych. A young gentleman and consort, snowy garden and lady approaching over footbridge. Nishiki-e on paper.",snow;garden;bridge
878,triptych print,https://research.britishmuseum.org/collectionimages/AN00063/AN00063204_001_l.jpg,"Woodblock, triptych. General subject - history, myth, legend. Heroes battle against demons. Raiko with giant spider, Watanabe no Tsuna playing go with Kintoki, Sadamitsu with Yoshimasa. Nishiki-e on paper.",myth/legend;history;go;devil/demon;battle;arachnid
879,Oyama ya-u (Night Rain over Oyama) / Juzen Fudo chojo no kei (View of the Summit above the Former Fudo Temple) / Meisho hakkei (Eight Views of Scenic Spots),https://research.britishmuseum.org/collectionimages/AN00532/AN00532370_001_l.jpg,"Woodblock print. Rural landscape. Evening rain at Oyama, Fudo Temple. Nishiki-e on paper.",landscape
880,print / hashira-e,https://research.britishmuseum.org/collectionimages/AN00634/AN00634683_001_l.jpg,"Woodblock print. Popular culture. A girl on the shoulders of bearer fording straight to island of Enoshima,with poem alluding to cry of wild geese. Nishiki-e on paper.",bearer;literature;bird
881,print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510832_001_l.jpg,"Woodblock print. Kabuki. Portrait of four actors, Iwai Hanshiro, Ichikawa Danjuro, Matsumoto Koshiro with another, around emblems of long life, stork and pine. Nishiki-e on paper.",kabuki;bird;actor/actress
882,print,https://research.britishmuseum.org/collectionimages/AN00419/AN00419914_001_l.jpg,"Woodblock print. Kabuki. The actors Nakamura Tomijuro and Ichikawa Danjuro as two lady lilies in garden of Narazaka, firebox between them.Poem. Benizuri-e on paper.",kabuki;garden;flower;actor/actress
883,print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420709_001_l.jpg,"Woodblock print. Popular culture. Bijinga. Two girls playing game of sugoroku, while a third looks on smoking a pipe. Poem. Benizuri-e on paper.",sport/pastime;smoking;child;bijin
884,Sesshu Daimotsu-no-ura Heike onryo arawaru no zu,https://research.britishmuseum.org/collectionimages/AN00695/AN00695342_001_l.jpg,"Woodblock print, triptych. Popular culture. Yoshitsune with Benkei in ship with ghosts, led by Shin-chunagon no Tomomori. Nishiki-e on paper.",ghost;boat/ship
885,Kuniyoshi Moyo Sho-fuda-zuki Gengin Otoko,https://research.britishmuseum.org/collectionimages/AN00528/AN00528505_001_l.jpg,Woodblock print. The kabuki actor Danshichi Kurobei purifying himself with a bucket of water. Poem. Nishiki-e on paper.,kabuki
886,Ariomaru Shuku Shunkan no ato o shitoto Kikai-ga-shima yuki-michi nite o-take o kiru,https://research.britishmuseum.org/collectionimages/AN00533/AN00533385_001_l.jpg,"Woodblock print.History, myth and legend. Ari-o-maru killing octopus. Line-block on paper.",myth/legend;mollusc;history
