Title,Source,Description,Keywords
print / hashira-e,https://research.britishmuseum.org/collectionimages/AN00634/AN00634374_001_l.jpg,"Colour woodblock print. Young girl watching as lover reads a letter in which she declares her passion for him, with poem; parody of Hanshan and Shide. 1 of 2 impressions. Nishiki-e on paper.",literature;child
Nigatsu sanmai tsuzuki ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・ｽｧ・・ｻ・ｽｺ・・ｻ (The Second Month) / Toyokuni Toyohiro ryoga juniko ・・ｻ・ｽｱ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・ｽｸ・ｽ｡・・ｻ・・ｻ・ｽｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻﾂ・・ｻ (The Twelve Seasons Painted by Toyohiro and Toyokuni),https://research.britishmuseum.org/collectionimages/AN00692/AN00692574_001_l.jpg,"Colour woodblock print, two sheets of a triptych. Prostitutes of Shin-Yoshiwara district preparing for the festival of Inari: preparing offerings at right, writing dedicatory inscription in centre, making flower-arrangements at left. Inscribed, signed and marked.",courtesan/prostitute;festival
Kikoku Urashima・・ｻﾂﾂ・・ｻ・ｽｸ・ｽｰ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｵ・ｽｦ・・ｻ・ｽｳ・ｽｶ (Urashima Returning Home) / Yoshitoshi ryakuga・・ｻﾂﾂ・・ｻ・・ｻ・ｽｳ・・ｻ・ｽｹ・ｽｴ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・ｽｻ (Quick Drawings by Yoshitoshi),https://research.britishmuseum.org/collectionimages/AN00526/AN00526794_001_l.jpg,"Chuban woodblock print, relating to the group of 52 preparatory drawings.",myth/legend
Shizugatake tsuki ・・ｻ・ｽｿ・・ｻ・・ｻ・ｽｴ・ｽ･・・ｻ・・ｻ・ｽｶ・・ｻ・ｽｶ・ｽｽ・・ｻ・・ｻ・・ｻ (The Moon at Mt Shizugatake) / Tsuki hyaku sugata (One Hundred Aspects of the Moon),https://research.britishmuseum.org/collectionimages/AN00759/AN00759709_001_l.jpg,Colour woodblock print. The warrior Toyotomi Hideyoshi sounding a conch-shell horn to signal the attach on Shizugatake fortress.,warrior;moon
Shi-cho no zu,https://research.britishmuseum.org/collectionimages/AN00510/AN00510325_001_l.jpg,Woodblock print. Kabuki. Actor Ichikawa Yaozo as a samurai (chicho?) in choken dress beneath flowering cherry. Nishiki-e on paper.,tree/bush;samurai;kabuki;fruit;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510830_001_l.jpg,"Woodblock print. Kabuki. Actor Otani Oniji as a samurai in front of bell-shape window, his hand on his sword. Nishiki-e on paper.",samurai;kabuki;arms/armour;actor/actress
Amerika-jin yuko sakamori,https://research.britishmuseum.org/collectionimages/AN00512/AN00512198_001_l.jpg,Woodblock print.Yokohama-e. An American man with a Japanese woman. Nishiki-e on paper.,yokohama-e;foreigner
print,https://research.britishmuseum.org/collectionimages/AN00529/AN00529233_001_l.jpg,Woodblock print. Popular culture. A mother suckling her baby in front of a toilet mirror. Nishiki-e on paper.,child
print,https://research.britishmuseum.org/collectionimages/AN00515/AN00515366_001_l.jpg,Woodblock print. Bijinga. Tea-house girl Takashima O-Hisa seen in her mirror about to apply rouge to her lips. Nishiki-e on paper.,child;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230389_001_l.jpg,Hanging scroll. Sotori-hime and the spider. Ink and colours on silk.,myth/legend;arachnid
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229664_001_l.jpg,Hanging scroll. Riverscape with raft and boat. Ink and colours on silk.,landscape;punting
print,https://research.britishmuseum.org/collectionimages/AN00533/AN00533862_001_l.jpg,Woodblock print. Bijinga. Hanamurasaki of the Tamaya walking along the Yoshiwara at cherry blossom time. Nishiki-e on paper.,cherry blossom;bijin
screen / painting,https://research.britishmuseum.org/collectionimages/AN00517/AN00517062_001_l.jpg,"Painting, one of a pair of six-panel screens. Festivals and popular amusements of the twelve months, including Zhong Kui and demons. Ink and colour on silk. Signed and sealed.",devil/demon;deity
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00327/AN00327154_001_l.jpg,"Painting, hanging scroll. Shoki the Demon Queller and two demons. Ink and colours on silk. Signed and sealed.",devil/demon;deity
Nishikawa-fu sumi-e moyo sampukutsui hidari / Three Beauties of the Throne,https://research.britishmuseum.org/collectionimages/AN00420/AN00420859_001_l.jpg,"Woodblock print, triptych (part of). Bijinga. An Osaka courtesan. Urushi-e on paper.",courtesan/prostitute;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230527_001_l.jpg,Hanging scroll. Deity. Hotei looking at his reflection. Ink on paper.,deity
Shinnyo no tsuki ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｦ・・ｻ・・ｻ・・ｻ・・ｻ (The Moon of Absolute Reality) / Yoshitoshi ryakuga ・・ｻ・・ｻ・ｽｳ・・ｻ・ｽｹ・ｽｴ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・ｽｻ (Quick Drawings by Yoshitoshi),https://research.britishmuseum.org/collectionimages/AN00526/AN00526799_001_l.jpg,"Chuban woodblock print, relating to the group of 52 preparatory drawings.",warrior;buddhist monk/nun
triptych print,https://research.britishmuseum.org/collectionimages/AN00689/AN00689681_001_l.jpg,"Woodblock print, triptych. Townscape. Riverside scene on Sumida, with women seated at a tea-stall on the quay and boats with a firework display. Nishiki-e on paper.",tea production/trade;landscape;fireworks/illuminations;dock/quay;boat/ship
Edo Misaka no zu / Toto Meisho Saka-zukushi no uchi,https://research.britishmuseum.org/collectionimages/AN00518/AN00518047_001_l.jpg,"Woodblock print.Townscape. View of Misaka, with figures overlooking town. Nishiki-e on paper.",landscape
No 5 Kando ni omomuku Yoshitsune Hiyodari-goe no kenshun nansho oyojinoboru / Yoshitsune Ichidai-ki no uchi,https://research.britishmuseum.org/collectionimages/AN00523/AN00523667_001_l.jpg,"Woodblock print.History, myth and legend. Yoshitsune. Nishiki-e on paper.",myth/legend;history
Shimotsuke Kurokami-yama Kirifuri no taki / Kanto Meisho Zue,https://research.britishmuseum.org/collectionimages/AN00535/AN00535338_001_l.jpg,"Woodblock print. Rural landscape. Kirifuri Falls, at Kurokami-yama. Nishiki-e on paper.",waterfall/cascade;landscape
Shinshu Sarashina tagoto no tsuki / Honcho Meisho,https://research.britishmuseum.org/collectionimages/AN00535/AN00535335_001_l.jpg,Woodblock print. Rural landscape. Moon reflected at Sarashina in the paddy-fields. Nishiki-e on paper.,moon;landscape
nagasaki-e / print,https://research.britishmuseum.org/collectionimages/AN00512/AN00512222_001_l.jpg,"Woodblock print, Nagasaki-e. A young Dutch woman holding a parrot on a perch. Nishiki-e on paper.",foreigner;dutch;bird
Kudan uma-kake ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｮ・ｽｵ・・ｻ・ｽｦ・ｽｬ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Horse Racing at Kudan),https://research.britishmuseum.org/collectionimages/AN00512/AN00512061_001_l.jpg,"Album of woodblock-prints remounted as 29 single sheets. Scenes of Tokyo.  This image 1939,0524,0.71.15",horse-racing
Furyu enshoku Mane'emon ・・ｻ・ｽ｢・ｽｨ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽｶ・・ｻ・・ｻ・ｽｲ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Elegant Amorous Mane'emon),https://research.britishmuseum.org/collectionimages/AN00583/AN00583024_001_l.jpg,"Colour woodblock print, shunga. Lovers, watched by a black dog on a verandah.",eroticism/sex;dog
surimono / diptych print,https://research.britishmuseum.org/collectionimages/AN00607/AN00607260_001_l.jpg,"Woodblock print, diptych. Surimono. Popular culture. Crowd of pilgrims, mainly female, wending their way round the shores of Shinobazu Lake to the shrine of Benten. Nishiki-e on paper.",shrine;seascape;pilgrim
diptych print,https://research.britishmuseum.org/collectionimages/AN00667/AN00667474_001_l.jpg,Diptych woodblock print from an album of 58 sheets. Actors Hanshiro and Koshiro.,kabuki;actor/actress
Ki no Tomonori,https://research.britishmuseum.org/collectionimages/AN00421/AN00421919_001_l.jpg,"Woodblock print.Classical literature. Bijinga. Woman and her maid walking by river in snow with umbrellas, three small birds. Poem by Ki no Tomonori. Nishiki-e on paper.",snow;servant/domestic worker;literature;bird;bijin
Azuma Furyu no uchi,https://research.britishmuseum.org/collectionimages/AN00537/AN00537087_001_l.jpg,"Woodblock print. Bijinga. popular culture. Lady emerging from behind screen on which series is written in kana, above is view of Yoshiwara. Nishiki-e on paper.",pleasure quarters;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230161_001_l.jpg,"Painting, hanging-scroll. Cat licking its paw. Ink and colour on paper. Signed and sealed.",cat
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00221/AN00221030_001_l.jpg,Painting. Flower. Girl and mallow plants. According to reg. Fuji behind.,courtesan/prostitute;bijin
Hagoromo (The Feathered Cloak) / Furyu utai mitate (Stylishly Viewed as Noh Chants),https://research.britishmuseum.org/collectionimages/AN00422/AN00422196_001_l.jpg,"Woodblock print. Popular culture. Music, dance, drama, with poem, girl lost string of clog and boy has had bean-cake stolen. Nishiki-e on paper.",footwear;theatre/theatrical life;food/drink;child;mitate;dog
mitate-e / print,https://research.britishmuseum.org/collectionimages/AN00440/AN00440427_001_l.jpg,"Woodblock print. Popular culture. Mitate. Woman brushing snow from eaves of her house at New Year, with traveller on road, parody of play Hachi no ki. Benizuri-e on paper.",traveller/travel;theatre/theatrical life;snow;domestic building;yatsushi
Morita Kanya VIII as Shida no Saemon(?) ・・ｻ・・ｻ・ｽｫ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・ｽ｣・ｽｮ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・ｽ･・・ｻ・・ｻ・ｽｮ・・ｻ・ｽｿ・ｽ｡・・ｻ・・ｻ・ｽｰ・・ｻ・ｽｷ・ｽｦ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻﾂ(?),https://research.britishmuseum.org/collectionimages/AN00513/AN00513018_001_l.jpg,Woodblock print. Actor Morita Kanya.,kabuki;actor/actress
Matsubaya Wakana ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・ｽ｣ (Wakana of Matsubaya) / Seiro bijin rokkasen ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ･・ｽｼ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｻ・・ｻ (Six Blossoming Immortal Beauties of Yoshiwara),https://research.britishmuseum.org/collectionimages/AN00524/AN00524284_001_l.jpg,"Colour woodblock print, mitate-e. Courtesan Wakana of Matsubaya sitting and reading from poetic anthology by candlelight. Inscribed, signed, sealed and marked.",travesty;six immortals of poetry;courtesan/prostitute;bijin;yatsushi
print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422228_001_l.jpg,Colour woodblock print. Servant handing to woman crossing river-shallows on horse-back branch of kerria. With poem. Inscribe and signed.,courtesan/prostitute;literature;equestrian
forgery / painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229853_001_l.jpg,Hanging scroll. Girls in boat.,fuzoku
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00168/AN00168243_001_l.jpg,Kakemono. Lady on pilgrimage. Ink and colours and gold on silk.,fuzoku
"Keisei Umegawa, Hikyakuya Chubei・・ｻﾂﾂ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｢・・ｻ・・ｻ・ｽｷ・・ｻ・・ｻﾂﾂ・・ｻ・ｽ｣・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｿ・｣ｰ・・ｻ・・ｻ・ｽｵ・・ｻ・ｽ｡・・ｻ (The Courtesan Umegawa and Chubei of the Courier Firm) / Jitsu kurabe iro no minakami・・ｻﾂﾂ・・ｻ・ｽｮ・・ｻ・・ｻ・ｽｫ・ｽｶ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・ｽｶ・・ｻ・ｽｦ・・ｻ (True Feelings Compared: The Founts of Love)",https://research.britishmuseum.org/collectionimages/AN00155/AN00155666_001_l.jpg,Woodblock: print. The courtesan Umegawa and Chubei of the courier firm.,theatre/theatrical life;courtesan/prostitute
Fujo ninso juppon ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽ･・ｽｳ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Ten Classes of Women's Physiognomy),https://research.britishmuseum.org/collectionimages/AN00527/AN00527037_001_l.jpg,"Colour woodblock print with white mica ground.  Bijinga. Woman reading letter held up close to her face. Nishiki-e on paper. Inscribed, signed, sealed and marked.",bijin
triptych print,https://research.britishmuseum.org/collectionimages/AN00325/AN00325363_003_l.jpg,"Colour woodblock triptych print. Party in pleasure boat on Sumida River at night, encountering group dredging for fish in small boat with large scoop-net. Nishi-e on paper. Signed and sealed.",boat/ship
triptych print,https://research.britishmuseum.org/collectionimages/AN00035/AN00035311_001_l.jpg,"COMPASS Title: Kitagawa Utamaro, Women sewing, a triptych of colour woodblock prints;Women sewing, a print",needlework;cat
print,https://research.britishmuseum.org/collectionimages/AN00528/AN00528060_001_l.jpg,"Colour woodblock print. Bust portrait of courtesan; women pounding cloth with pestles in mortar and stretching it out in Chofu Jewel River in inset landscape; pestles with flowing water pattern in background; with poem. Nishiki-e on paper, with gauffrage. Inscribed, signed, marked and sealed.",courtesan/prostitute;landscape
Fujin sogaku jittai・・ｻﾂﾂ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・ｽｸ・・ｻ・ｽｭ・ｽｦ・・ｻ・・ｻ・ｽｾ・・ｻ・ｽｺ・ｽｰ (Ten Types in the Physiognomic Study of Women),https://research.britishmuseum.org/collectionimages/AN00524/AN00524831_001_l.jpg,"Colour woodblock print. One composition of ten designs. Woman with hair wrapped in towel, grinding hand-mill and laughing. Nishiki-e on paper. Inscribed, signed and marked.",bijin
"Karasaki no yoru no ame (Night rain at Karasaki) / Omi hakkei (Eight Views of Omi, No 2)",https://research.britishmuseum.org/collectionimages/AN00418/AN00418852_001_l.jpg,"Woodblock print. Night rain at Karasaki, with travellers, shrine and famous old pine. With poem. With hand-colouring, lacquer (ink and glue), and metal dust. Urushi-e on paper. Inscribed, signed and marked.",landscape
diptych print,https://research.britishmuseum.org/collectionimages/AN00530/AN00530561_001_l.jpg,"Colour woodblock-printed diptych. Party in Shikian restaurant on Nakazu island overlooking Sumida River; with sake, fish and shamisen; storehouses of Fukagawa on opposite bank. Signed, sealed, marked and inscribed.",restaurant;feast/banquet
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229862_001_l.jpg,Painting. Battle of Danoura showing two warriors on horseback.,literature;history;equestrian
print,https://research.britishmuseum.org/collectionimages/AN00081/AN00081701_001_l.jpg,"Woodblock. General subject - kabuki. Actor Sanogawa Ichimatsu III as Onayo of Gion. Nishiki-e on paper. (According to register, with mica ground).",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521343_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Ichikawa Ebizo as Takemura Sadanoshin in play 'The Loved Wife's Parti-Coloured Reins'; holding hands in front of him. Signed, sealed and marked.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513270_001_l.jpg,"Colour woodblock print with powdered mica ground. Actors Nakayama Tomisaburo as Umegawa and Ichikawa Komazo II as her lover Chubei; walking under umbrella. 1 of 2 impressions. Signed, sealed and marked.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513266_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Otani Oniji as servant Edohei in mid-pose in play 'The Loved Wife's Parti-Coloured Reins'. Signed, sealed and marked.",kabuki;actor/actress
Yokohama koeki seiyojin nimotsu unso no zu,https://research.britishmuseum.org/collectionimages/AN00230/AN00230865_001_l.jpg,Woodblock. Seascape. Yokohama-e. Ships of all nations with figures. Nishiki-e on paper. Signed.,yokohama-e;seascape;nationality/peoples;foreigner
print,https://research.britishmuseum.org/collectionimages/AN00595/AN00595676_001_l.jpg,"Woodblock print. Actors Ichikawa Danzo and Otani Hiro in play 'Kusazuri-biki': Danzo trying to hurl boat into sea; Hiro crashing through side to prevent him. With 'tan' (red) applied by hand. Signed, sealed and marked.",kabuki;actor/actress
print / hashira-e,https://research.britishmuseum.org/collectionimages/AN00634/AN00634385_001_l.jpg,"Woodblock print. Subject - classical. A poetess in classical dress contemplating a coastal vista featuring a temple on a pine-clad promontory, alluded to in the poem above as Waka no Ura (The Shores of Poetry). Nishiki-e on paper. Hashirakake.",literature;coastal scene
Kanjin no kogyo basho ryakuzu (Simple View of the Venue for the Performance of Subscription No),https://research.britishmuseum.org/collectionimages/AN00478/AN00478886_001_l.jpg,Woodblock-printed diptych. Aerial view of a no theatre. Signed. Inscribed.,theatre/opera house;no
painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792991_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Nakamura Nakazo I within a circular border. Inscribed.,kabuki;actor/actress
surimono,https://research.britishmuseum.org/collectionimages/AN00612/AN00612217_001_l.jpg,"Woodblock print with embossing, surimono. Two miyakodori with landscape of Sumida River in snow, to mark the thirteenth anniversary of the death of the kyoka poet Akera Kanko. Printed signature and seal; printed poems above.",landscape;bird;kyoka
